payment_mode,product_category,seller_tier,delivery_zone,time_slot,order_value,delivery_attempts,customer_rating,days_to_deliver,address_quality_score,is_repeat_customer,holiday_season,seller_rating,pincode_density,rto
COD,Beauty,Gold,Tier1,Morning,797.1,1,2,4,0.29,0,0,4.8,High,0
COD,Home,Silver,Tier2,Afternoon,819.53,1,5,7,0.73,1,0,2.9,Medium,0
Prepaid,Sports,Silver,Rural,Evening,3004.17,2,5,3,0.85,1,0,3.1,High,0
COD,Toys,Gold,Rural,Afternoon,1585.57,2,5,2,0.25,0,1,4.6,High,1
Card,Fashion,Silver,Tier1,Afternoon,597.97,2,1,2,0.93,0,0,4.1,Low,0
UPI,Toys,Silver,Tier2,Evening,966.77,1,4,3,0.23,0,1,3.5,High,0
Prepaid,Fashion,Gold,Tier2,Morning,1469.15,1,5,6,0.64,0,0,4.5,Medium,0
Prepaid,Home,Silver,Tier1,Morning,2008.41,1,3,4,0.61,1,1,3.4,Medium,1
UPI,Toys,Bronze,Tier1,Evening,1815.04,1,4,4,0.84,0,1,3.5,Low,0
COD,Beauty,Gold,Tier1,Afternoon,2635.79,2,3,2,0.67,1,0,2.5,Medium,0
COD,Toys,Silver,Tier1,Evening,784.32,1,4,3,0.47,1,1,4.4,Medium,0
COD,Books,Gold,Tier2,Afternoon,977.48,1,4,3,0.66,1,0,2.9,High,1
UPI,Fashion,Gold,Metro,Evening,1777.16,1,3,5,0.96,1,0,3.0,High,0
COD,Fashion,Bronze,Tier2,Morning,1391.41,2,4,5,0.3,1,0,2.6,High,0
Prepaid,Sports,Silver,Tier2,Evening,1551.75,3,4,4,0.73,0,0,4.1,Low,0
Card,Beauty,Silver,Rural,Evening,1497.39,1,5,2,0.33,1,0,3.2,Low,0
UPI,Fashion,Gold,Tier1,Afternoon,779.98,3,4,3,0.36,1,0,3.1,High,0
Prepaid,Fashion,Bronze,Rural,Afternoon,2346.21,2,1,3,0.98,0,0,3.3,High,0
COD,Sports,Bronze,Rural,Afternoon,1283.71,2,2,6,0.86,1,1,3.9,High,1
UPI,Beauty,Gold,Tier2,Evening,1113.55,1,5,5,0.93,0,1,4.9,Low,0
Prepaid,Toys,Gold,Tier2,Evening,2046.89,1,5,7,0.32,0,0,4.8,High,0
COD,Home,Gold,Tier1,Afternoon,4181.25,2,4,1,0.53,1,0,2.6,High,1
COD,Toys,Bronze,Rural,Morning,493.09,1,3,6,0.81,0,1,3.3,High,0
Card,Books,Gold,Tier2,Afternoon,1349.25,2,3,1,0.72,1,1,3.5,High,0
Prepaid,Books,Silver,Tier1,Evening,5993.39,1,5,5,0.32,1,1,2.5,Medium,0
UPI,Fashion,Gold,Tier1,Evening,2248.55,1,4,5,0.55,1,0,4.8,Medium,0
UPI,Books,Gold,Tier2,Afternoon,1322.42,2,5,3,0.39,0,1,3.7,High,0
Prepaid,Home,Gold,Metro,Afternoon,4083.63,1,5,5,0.47,1,1,4.0,Medium,1
Prepaid,Fashion,Silver,Tier2,Evening,736.05,2,3,4,0.93,0,0,2.9,High,0
COD,Sports,Gold,Metro,Evening,338.17,2,5,5,0.4,1,0,3.3,Medium,0
COD,Books,Silver,Tier2,Morning,580.15,1,3,5,0.5,1,0,4.3,Low,1
COD,Sports,Silver,Tier2,Afternoon,1603.01,1,5,7,0.61,0,1,2.5,High,1
UPI,Electronics,Silver,Rural,Afternoon,1298.46,3,2,5,0.26,1,0,2.9,Low,0
Prepaid,Electronics,Bronze,Tier2,Morning,1697.34,2,3,5,0.91,1,1,2.6,Medium,0
UPI,Electronics,Bronze,Tier2,Evening,1141.24,2,2,4,0.57,1,0,3.6,Low,0
COD,Sports,Bronze,Rural,Evening,1295.89,3,3,2,0.49,0,0,2.9,High,1
Prepaid,Electronics,Bronze,Tier2,Morning,2293.88,1,3,3,0.58,1,0,3.7,Medium,1
Prepaid,Toys,Silver,Tier2,Afternoon,874.69,1,4,4,0.74,1,0,4.3,High,0
Prepaid,Electronics,Gold,Metro,Evening,1766.14,1,4,3,0.69,1,1,3.2,Low,0
Prepaid,Fashion,Silver,Tier2,Morning,2051.21,1,4,3,0.66,1,0,3.4,Low,0
COD,Beauty,Silver,Metro,Morning,622.84,3,5,4,0.44,0,0,2.7,Low,1
Prepaid,Toys,Silver,Rural,Morning,1745.56,3,4,6,0.55,1,0,4.3,Low,0
COD,Beauty,Gold,Tier1,Evening,462.18,1,4,5,0.76,0,0,3.6,Low,0
COD,Fashion,Silver,Metro,Evening,1121.15,1,3,5,0.9,1,0,3.8,Low,0
Prepaid,Fashion,Bronze,Metro,Morning,1234.03,3,4,2,0.31,1,1,3.3,Low,0
Prepaid,Home,Silver,Metro,Morning,2897.51,3,2,6,0.87,1,0,3.5,High,0
Card,Toys,Bronze,Tier1,Evening,1806.34,1,4,2,0.84,0,1,2.9,Medium,1
Prepaid,Beauty,Silver,Tier1,Evening,1410.56,3,3,3,0.79,0,1,2.6,High,0
Prepaid,Electronics,Gold,Rural,Evening,1754.07,1,4,6,0.57,1,0,4.1,High,0
Prepaid,Fashion,Silver,Tier1,Evening,1886.57,1,4,7,0.65,1,0,2.6,Medium,1
Prepaid,Electronics,Silver,Metro,Evening,1521.04,3,4,2,0.58,0,0,3.8,Medium,0
COD,Beauty,Silver,Tier2,Morning,1931.55,1,3,3,0.61,1,0,2.6,Low,1
COD,Sports,Silver,Metro,Evening,1094.88,1,4,4,0.69,1,0,4.4,High,0
COD,Toys,Silver,Rural,Evening,1312.18,3,5,5,0.59,1,0,2.6,Medium,1
Prepaid,Books,Gold,Tier1,Morning,1205.98,1,4,2,0.64,1,0,4.9,High,0
COD,Sports,Silver,Tier2,Morning,1125.83,2,4,3,0.73,1,0,3.6,High,1
COD,Sports,Silver,Metro,Afternoon,1682.96,3,4,4,0.42,0,0,3.2,High,0
COD,Books,Bronze,Metro,Evening,980.2,3,4,4,0.77,0,0,2.9,Medium,1
Card,Fashion,Silver,Tier2,Afternoon,1832.13,1,4,2,0.98,1,0,3.7,Medium,0
COD,Home,Bronze,Tier1,Afternoon,725.64,1,5,4,0.36,1,0,4.0,Low,0
Prepaid,Electronics,Silver,Rural,Morning,2254.93,1,3,5,0.93,1,0,2.6,Low,0
COD,Fashion,Gold,Tier1,Morning,317.78,1,4,3,0.54,1,0,4.8,Medium,1
Prepaid,Home,Silver,Tier2,Afternoon,1160.11,3,3,3,0.93,1,0,3.5,High,1
COD,Electronics,Silver,Rural,Afternoon,332.13,1,2,2,0.54,0,0,4.5,Low,1
COD,Beauty,Bronze,Metro,Afternoon,2138.85,1,4,4,0.77,0,0,3.4,High,1
Prepaid,Sports,Bronze,Tier2,Afternoon,1444.7,2,5,8,0.65,1,0,3.5,Medium,0
COD,Sports,Bronze,Metro,Evening,1092.94,1,4,5,0.8,1,0,2.6,Low,0
COD,Books,Bronze,Tier2,Afternoon,642.91,3,4,2,0.76,1,1,3.4,High,0
COD,Home,Silver,Tier2,Morning,831.16,2,5,3,0.97,0,0,3.2,Medium,1
COD,Electronics,Bronze,Tier1,Afternoon,867.05,1,5,5,0.43,1,0,4.5,Low,0
COD,Fashion,Silver,Metro,Afternoon,800.9,1,4,5,0.94,1,1,3.0,High,0
COD,Electronics,Bronze,Tier2,Morning,306.36,3,4,4,0.4,1,1,4.9,Medium,1
UPI,Fashion,Silver,Rural,Afternoon,3034.9,3,5,2,0.83,1,0,4.3,High,0
Prepaid,Sports,Silver,Rural,Morning,770.99,3,4,4,0.59,1,0,3.9,Low,0
Prepaid,Books,Silver,Tier2,Evening,2378.56,1,5,5,0.26,0,0,3.6,Medium,0
COD,Books,Gold,Metro,Evening,1067.88,3,4,3,0.23,0,1,4.1,High,1
Card,Electronics,Silver,Rural,Morning,1252.59,1,3,6,0.62,1,1,4.9,Medium,0
COD,Electronics,Bronze,Rural,Evening,478.7,2,5,3,0.23,1,1,5.0,Medium,1
COD,Fashion,Silver,Tier1,Evening,415.38,1,4,3,0.96,1,0,2.6,High,0
Prepaid,Fashion,Silver,Metro,Evening,1626.53,2,5,6,0.33,0,0,3.8,Medium,1
COD,Home,Silver,Rural,Morning,900.62,1,2,2,0.59,1,0,3.7,Low,0
COD,Sports,Bronze,Rural,Afternoon,849.42,1,4,3,0.5,1,0,4.6,High,0
Prepaid,Home,Silver,Metro,Evening,1730.68,1,4,6,0.62,0,0,4.7,Low,0
UPI,Home,Bronze,Rural,Afternoon,1360.43,3,4,4,0.37,0,1,4.1,High,0
Prepaid,Electronics,Bronze,Tier1,Afternoon,1462.25,1,2,3,0.89,1,0,3.9,Low,0
Prepaid,Toys,Bronze,Rural,Evening,2145.75,3,4,5,0.21,1,1,2.6,Low,1
Card,Toys,Gold,Tier1,Evening,1241.43,2,4,4,0.66,1,0,4.6,Low,0
COD,Toys,Silver,Tier1,Afternoon,1842.83,1,4,4,0.48,1,0,2.8,High,1
COD,Toys,Bronze,Metro,Evening,262.71,1,2,3,0.37,1,1,4.4,Medium,1
COD,Home,Bronze,Rural,Morning,1601.7,2,4,4,0.37,1,0,3.5,High,0
COD,Electronics,Bronze,Tier1,Morning,2787.69,1,4,5,0.35,0,0,3.8,Low,0
COD,Toys,Silver,Tier2,Evening,1287.11,1,5,7,0.68,1,1,2.9,High,0
Card,Books,Silver,Metro,Afternoon,1116.25,1,1,4,0.91,1,0,2.7,Medium,0
Prepaid,Beauty,Gold,Tier2,Evening,1425.2,1,5,8,0.52,1,0,4.7,Medium,0
Prepaid,Books,Bronze,Tier1,Morning,1761.62,1,5,3,0.33,1,0,2.9,Low,0
COD,Electronics,Bronze,Metro,Afternoon,796.99,1,4,3,0.24,1,0,3.0,High,0
UPI,Electronics,Gold,Metro,Evening,1760.0,2,5,6,0.86,1,0,2.6,High,0
Card,Beauty,Silver,Metro,Morning,2294.12,3,4,8,0.38,0,0,3.3,High,0
UPI,Fashion,Silver,Tier2,Afternoon,1793.12,3,2,7,0.79,1,0,3.4,Medium,1
COD,Fashion,Bronze,Tier1,Morning,959.61,3,3,4,0.62,1,1,3.5,High,0
Prepaid,Fashion,Gold,Metro,Evening,1301.79,1,4,6,0.71,1,0,3.9,Low,0
COD,Home,Silver,Metro,Evening,848.0,1,3,3,0.66,1,0,4.6,High,0
COD,Fashion,Gold,Tier1,Morning,3422.7,1,4,3,0.96,0,0,4.0,Medium,0
COD,Sports,Silver,Metro,Morning,1226.68,2,1,10,0.28,1,0,4.2,Medium,0
Prepaid,Home,Bronze,Tier1,Morning,2873.68,2,1,3,0.73,1,0,3.9,Medium,0
Prepaid,Home,Bronze,Tier2,Morning,3980.22,2,1,3,0.29,1,0,4.6,Medium,0
COD,Fashion,Bronze,Tier1,Morning,1634.33,1,5,5,0.36,1,0,3.6,Low,1
COD,Fashion,Bronze,Tier2,Afternoon,2705.93,3,3,5,0.74,1,0,3.3,Medium,0
Prepaid,Beauty,Silver,Tier1,Evening,1238.52,1,5,5,0.7,0,0,4.0,Medium,0
COD,Toys,Bronze,Metro,Afternoon,531.81,1,5,8,0.59,0,1,3.5,Low,1
COD,Beauty,Bronze,Tier2,Morning,1610.49,1,2,2,0.82,0,0,3.7,Medium,1
COD,Home,Bronze,Rural,Afternoon,1784.64,1,3,4,0.75,1,1,3.8,Low,1
UPI,Beauty,Silver,Tier1,Evening,3297.67,1,4,3,0.25,1,1,3.7,Medium,0
COD,Home,Bronze,Tier1,Morning,2082.43,2,4,4,0.72,1,0,3.2,Low,0
COD,Electronics,Bronze,Tier1,Morning,1437.58,2,4,3,0.51,1,0,3.5,High,1
COD,Home,Gold,Rural,Evening,331.74,1,4,8,0.58,0,0,4.9,Medium,0
Card,Home,Silver,Tier2,Afternoon,623.95,1,4,8,0.62,0,0,3.5,High,1
Prepaid,Beauty,Bronze,Rural,Evening,963.48,2,5,4,0.47,0,1,3.0,Medium,1
Prepaid,Toys,Bronze,Tier1,Evening,2329.36,3,4,5,0.56,1,0,2.6,High,1
COD,Electronics,Silver,Tier2,Afternoon,1093.71,1,1,3,0.65,1,1,3.8,High,0
Prepaid,Books,Silver,Tier2,Afternoon,1489.51,1,4,3,0.25,0,0,4.2,High,0
COD,Books,Silver,Tier2,Morning,1798.33,1,4,5,0.66,0,0,3.8,Medium,1
Prepaid,Toys,Silver,Tier1,Morning,3265.9,3,3,5,0.48,1,0,4.1,Medium,0
Card,Books,Bronze,Tier2,Morning,955.51,1,4,7,0.66,1,1,3.4,Medium,1
Prepaid,Electronics,Gold,Tier2,Evening,2493.85,2,2,5,0.56,1,1,2.7,Low,1
UPI,Fashion,Silver,Rural,Afternoon,3417.43,1,4,6,0.35,1,0,3.5,Medium,0
Prepaid,Electronics,Bronze,Metro,Afternoon,1109.1,1,4,6,0.29,1,1,3.8,High,0
COD,Beauty,Silver,Tier2,Morning,2857.37,1,3,3,0.9,1,1,4.4,Low,1
Card,Sports,Bronze,Rural,Evening,1390.68,1,5,6,0.52,0,0,4.8,Low,1
COD,Home,Silver,Metro,Evening,1044.79,2,5,3,0.69,1,0,4.3,High,0
Prepaid,Home,Bronze,Tier1,Afternoon,1532.53,1,5,1,0.27,1,0,4.0,High,0
COD,Beauty,Bronze,Metro,Afternoon,2128.17,2,4,5,0.53,1,0,2.9,High,0
COD,Beauty,Silver,Metro,Afternoon,2028.37,1,3,4,0.77,1,0,2.5,Low,0
COD,Sports,Bronze,Rural,Afternoon,1196.06,1,5,5,0.98,1,0,3.2,Low,0
COD,Sports,Bronze,Tier1,Evening,1768.48,1,3,3,0.64,0,0,2.9,Low,1
Prepaid,Home,Bronze,Tier2,Morning,653.24,1,4,3,0.34,1,0,2.9,High,1
Prepaid,Sports,Silver,Metro,Afternoon,1744.26,1,3,7,0.21,0,1,4.7,High,0
COD,Sports,Silver,Metro,Afternoon,1419.48,1,3,5,0.48,1,0,4.8,Low,0
COD,Sports,Silver,Rural,Afternoon,1087.31,2,4,2,0.52,1,0,4.9,High,0
Prepaid,Toys,Silver,Tier2,Evening,2173.59,1,5,4,0.6,1,1,2.7,Low,0
COD,Fashion,Silver,Metro,Morning,729.56,2,4,5,0.2,0,0,2.8,Medium,0
Prepaid,Sports,Silver,Rural,Evening,765.96,3,4,5,0.78,1,0,3.1,Low,0
Prepaid,Fashion,Bronze,Tier1,Morning,1093.79,1,3,4,0.72,1,0,4.9,Medium,0
UPI,Fashion,Silver,Tier1,Evening,3460.87,2,3,3,0.21,0,1,3.0,High,0
Prepaid,Beauty,Bronze,Tier2,Afternoon,1988.09,2,3,5,0.47,0,1,4.2,Medium,0
COD,Sports,Bronze,Metro,Afternoon,622.23,2,5,2,0.49,1,0,3.1,High,1
Prepaid,Home,Silver,Tier2,Morning,4156.34,1,5,6,0.43,0,1,4.5,High,0
COD,Toys,Silver,Tier2,Evening,926.2,2,5,5,0.44,1,0,4.2,High,0
COD,Home,Bronze,Metro,Morning,2161.06,1,1,3,0.55,0,1,3.9,High,1
UPI,Sports,Gold,Tier2,Evening,1569.54,3,4,2,0.76,0,1,4.0,High,0
COD,Home,Gold,Tier1,Afternoon,1128.43,2,4,2,0.74,1,0,5.0,High,0
UPI,Sports,Bronze,Tier2,Morning,1901.71,1,5,4,0.53,1,0,3.1,High,1
UPI,Toys,Gold,Metro,Morning,2277.02,1,5,3,0.7,1,0,3.9,High,0
UPI,Electronics,Bronze,Rural,Afternoon,2571.22,1,4,4,0.26,0,0,3.9,High,0
Card,Toys,Bronze,Rural,Afternoon,1088.11,1,3,2,0.82,0,1,2.9,High,0
COD,Electronics,Silver,Metro,Afternoon,434.26,3,2,4,0.55,1,0,3.0,Medium,1
COD,Books,Bronze,Rural,Afternoon,1403.01,1,4,7,0.27,0,0,4.1,High,1
Prepaid,Electronics,Silver,Tier2,Afternoon,1810.13,2,3,5,0.5,1,1,3.5,Low,0
COD,Fashion,Bronze,Tier2,Afternoon,1203.22,1,5,2,0.77,0,0,5.0,High,1
Prepaid,Fashion,Bronze,Tier2,Evening,555.75,2,1,2,0.3,1,0,3.0,Low,1
Prepaid,Toys,Gold,Metro,Evening,1334.71,1,5,4,0.85,0,0,3.6,Low,0
Prepaid,Fashion,Silver,Metro,Morning,2759.47,3,4,3,0.77,1,0,2.7,High,0
COD,Fashion,Silver,Metro,Evening,2970.36,3,4,4,0.27,1,1,2.8,Medium,1
COD,Books,Gold,Tier1,Morning,1520.7,2,4,5,0.98,0,0,3.8,Medium,0
COD,Fashion,Bronze,Tier1,Evening,345.59,1,5,4,0.95,0,0,3.7,Low,1
COD,Beauty,Silver,Tier1,Evening,984.13,1,2,3,0.31,0,0,4.4,Low,1
UPI,Beauty,Silver,Metro,Afternoon,2543.57,1,5,7,0.36,0,0,3.1,High,0
COD,Beauty,Gold,Tier2,Evening,3827.31,1,5,5,0.48,1,1,2.7,Medium,1
COD,Electronics,Silver,Metro,Evening,2792.74,1,5,5,0.99,1,0,3.1,High,0
COD,Toys,Bronze,Tier1,Evening,834.33,1,4,2,0.76,0,0,4.2,Low,0
Prepaid,Toys,Silver,Metro,Afternoon,1385.96,1,4,4,0.93,1,1,4.2,Low,0
Prepaid,Home,Bronze,Tier2,Afternoon,2742.75,2,4,7,0.42,0,0,3.4,High,1
COD,Books,Bronze,Rural,Evening,1166.7,1,2,6,0.9,1,0,3.7,Low,0
COD,Beauty,Silver,Metro,Morning,1239.41,1,3,2,0.29,0,0,5.0,Medium,0
COD,Beauty,Silver,Tier2,Evening,1890.22,2,3,5,1.0,1,0,4.7,Low,0
COD,Fashion,Gold,Rural,Afternoon,292.7,2,2,6,0.29,0,0,3.9,High,0
Prepaid,Beauty,Gold,Rural,Afternoon,1941.97,2,3,3,0.55,1,0,3.3,Low,0
Prepaid,Fashion,Gold,Tier2,Morning,3137.88,2,4,4,0.86,0,0,4.6,Medium,0
COD,Fashion,Bronze,Tier1,Afternoon,1854.94,1,4,7,0.88,0,0,4.0,Medium,0
COD,Home,Bronze,Tier1,Afternoon,862.04,1,3,7,0.89,0,0,4.6,High,0
Card,Electronics,Gold,Tier1,Evening,1923.7,1,5,4,0.43,1,0,4.2,High,0
Prepaid,Fashion,Silver,Tier2,Morning,2509.13,1,5,4,0.73,1,1,3.4,High,0
Prepaid,Fashion,Gold,Tier1,Afternoon,1820.68,3,1,2,0.37,1,0,4.5,High,0
COD,Toys,Bronze,Tier2,Afternoon,569.9,1,4,4,0.6,1,0,3.6,High,0
Prepaid,Home,Silver,Metro,Evening,2178.38,1,4,6,0.88,1,0,2.9,High,0
COD,Fashion,Silver,Metro,Evening,1457.82,1,1,3,0.53,0,0,4.2,Medium,0
Prepaid,Books,Silver,Rural,Evening,2710.51,1,2,4,0.29,0,1,4.0,High,0
Card,Electronics,Bronze,Rural,Evening,3562.93,2,3,5,0.22,1,0,3.9,Medium,1
COD,Books,Silver,Tier2,Morning,2282.77,1,4,1,0.92,1,0,3.9,Medium,1
COD,Beauty,Gold,Metro,Evening,2511.66,1,5,1,0.3,1,1,3.6,High,0
COD,Electronics,Gold,Rural,Morning,720.63,3,4,6,0.9,1,0,4.8,High,0
COD,Beauty,Silver,Metro,Afternoon,6990.1,2,5,8,0.28,0,0,5.0,Medium,0
COD,Toys,Bronze,Tier2,Afternoon,565.09,1,5,5,0.39,0,0,4.5,Medium,1
COD,Sports,Silver,Metro,Evening,1122.78,2,4,8,0.78,1,1,4.1,Medium,1
UPI,Sports,Gold,Tier2,Evening,1745.21,1,4,3,0.34,1,0,4.4,Low,1
Prepaid,Sports,Bronze,Tier2,Evening,1790.75,2,4,6,0.91,1,0,4.6,Medium,0
COD,Fashion,Gold,Rural,Afternoon,1236.06,2,5,7,0.38,1,0,3.1,Medium,0
Card,Home,Gold,Tier2,Afternoon,4795.57,1,5,3,0.49,0,0,3.5,High,0
COD,Books,Bronze,Rural,Afternoon,1411.0,1,5,5,0.89,0,1,4.8,Medium,1
Card,Beauty,Bronze,Tier1,Morning,2231.66,1,4,3,0.47,1,0,3.2,Low,1
COD,Fashion,Silver,Tier2,Afternoon,1772.25,1,4,2,0.67,0,1,4.6,High,0
UPI,Sports,Bronze,Tier1,Evening,2086.79,2,1,6,0.46,0,0,3.9,Medium,0
Prepaid,Books,Bronze,Metro,Morning,2096.03,1,1,7,0.58,0,1,4.2,High,0
UPI,Books,Gold,Tier2,Morning,1359.54,1,3,2,0.58,0,0,4.5,High,0
Card,Toys,Bronze,Rural,Morning,2099.16,1,5,5,0.58,1,0,4.8,Medium,0
COD,Toys,Silver,Metro,Afternoon,2981.88,1,3,9,0.49,0,0,4.1,Medium,1
Card,Sports,Bronze,Metro,Afternoon,4059.25,1,2,3,0.78,1,0,4.1,Low,0
COD,Beauty,Bronze,Metro,Afternoon,1336.86,2,3,5,0.47,0,0,4.3,High,0
COD,Sports,Silver,Rural,Afternoon,1511.64,1,3,4,0.31,1,0,2.9,Low,0
COD,Sports,Silver,Metro,Evening,1023.78,1,5,2,0.68,0,1,4.1,Medium,1
Prepaid,Fashion,Gold,Metro,Morning,1454.35,1,5,5,0.42,0,1,4.4,Medium,0
COD,Home,Gold,Metro,Morning,700.18,2,5,3,0.23,1,1,2.8,Medium,0
Prepaid,Sports,Silver,Metro,Morning,1586.04,1,5,4,0.24,1,1,3.0,High,0
Prepaid,Beauty,Bronze,Tier2,Morning,1839.92,1,3,2,0.59,1,0,4.1,High,0
UPI,Books,Silver,Rural,Morning,3826.42,1,4,2,0.97,0,1,3.4,Medium,0
UPI,Books,Silver,Tier1,Evening,1698.68,1,5,1,0.26,1,0,4.0,High,0
COD,Electronics,Bronze,Metro,Evening,957.11,2,3,3,0.47,0,1,3.7,High,0
COD,Sports,Bronze,Rural,Morning,443.27,2,5,2,0.23,1,0,3.6,Low,1
COD,Fashion,Bronze,Rural,Morning,1999.29,2,3,3,0.71,1,0,3.6,Medium,0
COD,Electronics,Gold,Tier1,Afternoon,1627.69,3,4,3,0.66,1,1,3.3,High,1
COD,Toys,Bronze,Metro,Morning,1418.14,1,5,3,0.43,0,0,3.5,High,0
COD,Home,Bronze,Rural,Evening,868.14,1,4,2,0.81,0,1,2.6,Medium,0
COD,Beauty,Gold,Tier2,Afternoon,2218.04,2,3,3,0.22,0,0,3.3,Low,1
Card,Sports,Silver,Rural,Evening,2423.92,1,5,3,0.3,0,0,3.3,Low,1
Prepaid,Books,Bronze,Tier1,Afternoon,1728.18,1,3,4,0.25,0,0,3.9,Medium,0
COD,Fashion,Silver,Tier2,Afternoon,2054.02,3,4,3,0.47,0,1,4.1,Low,0
Prepaid,Books,Silver,Tier2,Morning,4108.41,1,3,3,0.6,1,0,3.6,High,0
COD,Sports,Gold,Rural,Evening,644.64,2,4,5,0.43,1,0,2.8,Medium,0
COD,Toys,Silver,Rural,Evening,600.18,2,4,4,0.45,1,0,4.7,Low,0
Prepaid,Electronics,Silver,Metro,Morning,1760.54,2,2,5,0.66,0,0,4.5,High,1
Prepaid,Sports,Gold,Tier2,Afternoon,1057.12,2,5,4,0.39,1,0,3.9,High,0
COD,Electronics,Silver,Tier1,Afternoon,576.67,2,2,4,0.42,1,0,3.6,Medium,1
Card,Beauty,Gold,Tier2,Evening,1092.52,1,4,4,0.92,0,1,4.6,Medium,0
UPI,Fashion,Bronze,Tier2,Morning,1710.64,1,5,6,0.78,1,0,4.5,High,1
Prepaid,Toys,Bronze,Rural,Morning,4085.75,1,4,4,0.6,1,0,4.0,High,0
Prepaid,Fashion,Silver,Tier1,Evening,4519.28,2,5,5,0.76,1,0,3.3,Medium,0
Prepaid,Beauty,Silver,Metro,Afternoon,2165.94,1,4,4,0.55,0,0,4.0,High,0
COD,Toys,Silver,Metro,Afternoon,401.46,2,5,4,0.93,1,0,2.7,High,0
COD,Toys,Gold,Metro,Morning,1502.95,1,1,3,0.34,1,1,3.0,High,1
COD,Electronics,Bronze,Tier1,Afternoon,773.5,2,5,2,0.34,1,0,4.8,High,1
Prepaid,Electronics,Gold,Rural,Afternoon,858.41,2,4,4,0.25,1,0,4.8,High,1
Prepaid,Electronics,Gold,Tier1,Afternoon,4801.92,1,4,9,0.34,0,0,3.4,Medium,1
COD,Books,Silver,Tier2,Evening,1425.95,1,3,3,0.38,1,0,3.1,Low,0
Card,Home,Bronze,Rural,Morning,2381.91,2,4,1,0.89,0,0,4.7,Medium,0
Card,Sports,Silver,Rural,Evening,1536.63,1,4,7,0.61,1,0,4.6,Low,0
Prepaid,Electronics,Gold,Tier1,Evening,2362.03,1,2,2,0.36,1,0,4.9,Medium,0
Prepaid,Home,Bronze,Metro,Afternoon,1196.24,3,5,6,0.88,0,1,3.5,Medium,1
UPI,Home,Silver,Metro,Morning,1706.5,1,4,4,0.26,1,0,4.4,Low,0
COD,Fashion,Gold,Tier1,Afternoon,1233.9,1,2,3,0.43,1,0,4.1,Medium,1
UPI,Beauty,Silver,Tier2,Morning,1652.83,1,4,3,0.95,0,1,2.7,High,1
COD,Books,Silver,Tier2,Afternoon,1487.97,2,3,4,0.97,1,0,4.4,Low,1
UPI,Home,Silver,Tier2,Morning,2866.29,2,2,6,0.5,1,0,3.0,Low,0
COD,Sports,Bronze,Rural,Morning,861.73,2,5,6,0.84,1,0,3.1,High,0
UPI,Books,Bronze,Tier2,Afternoon,1493.65,2,4,3,0.32,0,0,4.8,High,1
Card,Fashion,Silver,Rural,Afternoon,1028.07,2,3,5,0.91,0,0,3.5,Low,0
COD,Electronics,Gold,Rural,Evening,617.96,1,4,4,0.83,1,0,4.6,Medium,0
Prepaid,Toys,Gold,Metro,Evening,3078.33,2,5,5,0.73,1,1,3.4,Medium,0
Card,Home,Silver,Metro,Morning,1592.62,1,3,2,0.87,0,1,3.0,High,0
Prepaid,Beauty,Gold,Tier1,Afternoon,1169.84,1,5,4,0.65,0,0,3.0,High,0
UPI,Toys,Silver,Tier2,Afternoon,2538.79,2,5,2,0.47,1,0,3.6,Medium,0
Prepaid,Fashion,Gold,Tier2,Evening,2211.38,2,5,4,0.73,0,1,3.4,Medium,0
COD,Books,Silver,Metro,Afternoon,1404.76,1,4,2,0.73,1,0,3.2,High,1
COD,Sports,Silver,Rural,Morning,3833.01,2,1,2,0.66,1,0,3.4,Low,1
COD,Electronics,Gold,Tier1,Morning,884.96,2,1,3,0.83,0,0,2.9,Medium,0
UPI,Books,Silver,Rural,Morning,2026.86,1,2,4,0.24,1,1,2.5,High,0
COD,Beauty,Silver,Tier1,Evening,433.68,1,5,2,0.71,1,0,4.0,High,1
Prepaid,Home,Bronze,Metro,Morning,2060.41,2,3,6,0.66,0,0,5.0,Low,0
Prepaid,Beauty,Silver,Metro,Evening,2603.66,2,4,3,0.38,0,0,3.2,High,0
Prepaid,Books,Gold,Metro,Evening,1367.81,3,5,4,0.27,1,1,3.2,High,0
UPI,Books,Silver,Metro,Morning,1959.24,1,5,2,0.58,0,0,4.9,Medium,0
Card,Toys,Silver,Tier2,Evening,1259.96,1,4,5,0.4,1,0,4.3,High,0
COD,Beauty,Bronze,Metro,Evening,589.1,3,4,4,0.82,1,0,4.9,High,0
UPI,Beauty,Bronze,Tier2,Morning,4683.43,3,5,8,0.59,0,0,2.9,High,0
UPI,Beauty,Gold,Metro,Morning,886.71,1,4,5,0.97,0,1,2.7,High,0
Prepaid,Electronics,Bronze,Metro,Evening,2525.09,2,4,9,0.96,0,1,3.0,Medium,1
Card,Sports,Silver,Tier2,Evening,7038.56,3,3,6,0.91,1,0,4.2,High,1
COD,Books,Gold,Tier1,Afternoon,781.37,1,4,4,0.7,1,1,4.8,Low,0
COD,Fashion,Gold,Tier2,Morning,1663.34,3,3,3,0.68,1,0,2.6,Low,0
UPI,Electronics,Bronze,Tier1,Afternoon,4699.67,3,3,3,0.37,1,0,3.9,Low,1
COD,Electronics,Silver,Metro,Evening,961.45,3,3,4,0.77,1,0,2.6,Medium,1
UPI,Electronics,Bronze,Tier1,Afternoon,1559.88,3,1,7,0.93,1,0,4.9,Low,0
